entname,is_justice_creditaic,is_justice_credit,nega_is_kcont,labels,tag
035cbd8cc5c94836312cfdee97007ff2,0,6,0,0,企业诚信度较低
09ce2fef1db32be880112905225db7f5,0,7,0,0,企业诚信度较低
0bebbf3d6b11d848b02b95af435a1a8f,0,7,0,0,企业诚信度较低
10e50b4bb7730993517c19fd52dc6750,0,14,0,5,企业诚信度低
13efbfd764273ebd19a6bda01de0bb6a,0,6,0,0,企业诚信度较低
150ac0eb3f7a70d8d61c9f85c2bf57ad,0,8,0,0,企业诚信度较低
16fb4bf14d759662291bee36bb539174,0,10,0,0,企业诚信度较低
1b24cc1e7956b8fc78774fd7f09c2e3c,0,13,0,5,企业诚信度低
1cb69b1c9e1102bbe05da35c14585e18,0,7,0,0,企业诚信度较低
27ce1ec589fafd54b8b2a71ac5a3e7f1,0,6,0,0,企业诚信度较低
2cbcacb0cdf2db39279a077ab8299646,0,10,0,0,企业诚信度较低
36630416b0f98f27b2b3aceaeb35cae4,0,10,0,0,企业诚信度较低
3adab8c20ed7cac613973e6a1814ec7a,0,8,0,0,企业诚信度较低
3cf456baf5ca90389baed4315a55cb56,0,15,0,5,企业诚信度低
4ec6c78b695d136d44bbce78d29353fc,0,14,0,5,企业诚信度低
583b1ed4c402ec6e2b932c83dc146de8,0,9,0,0,企业诚信度较低
689cdbf065cda32c81af9b680aac98a3,0,7,0,0,企业诚信度较低
79a666dfa58a2e8617a0f3500855b9ad,0,8,0,0,企业诚信度较低
9608463798c60de7b5da0be086b496eb,0,9,0,0,企业诚信度较低
a6a7f3fe3ac355d92015e9775bbc3410,0,13,0,5,企业诚信度低
b39437fa3bf586c9342d507cec966d26,0,10,0,0,企业诚信度较低
b3f071298ba9e5c8944efd6324ab80df,0,6,0,0,企业诚信度较低
b4f915bc0d95fbbfa2a27b27d6ba319c,0,10,0,0,企业诚信度较低
b7ca42813ea12d6893c35b404c222794,0,12,0,5,企业诚信度低
c7e7a659aeb4bbd4d5170d81aa4f646c,0,9,0,0,企业诚信度较低
c9c712b7f1eef179e9876c724df69408,0,8,0,0,企业诚信度较低
d4d0675c3b5bf103ffdcd3c30decb406,0,6,0,0,企业诚信度较低
e3108e2ea1e99d32ae695bc372488586,0,8,0,0,企业诚信度较低
ea3a5b1d1e7483418df2c52c1cc32b22,0,6,0,0,企业诚信度较低
f092ad415d1e2b849d3b96af55b18670,0,7,0,0,企业诚信度较低
f0ab39ccb86af5166e1fafd11487b39a,0,7,0,0,企业诚信度较低
f1fd015dee80a417f0414a065e193519,0,12,0,5,企业诚信度低
fa0d098dd7c0ce3b6d41249bac28dc69,0,6,0,0,企业诚信度较低
c02264b76491c624e47dd599577f52dc,0,24,0,4,企业诚信度低
ddd58fb407c574d1403350583cf39fb1,0,20,0,5,企业诚信度低
000069a1b35f8435f49d5b7ce6c9bf41,0,0,-2,2,企业诚信度极高
0968c2ca6587601dde8ec350f3e7b18b,0,0,-2,2,企业诚信度极高
12f9b186a5fe2724062083b7afdb961a,0,0,-2,2,企业诚信度极高
1904f6fecf58ab091332486f78af40ce,0,0,-2,2,企业诚信度极高
209dd989bf4058f99d164dacc58627dd,0,0,-2,2,企业诚信度极高
2400a0688e0afb0aded317c4cb318c60,0,0,-2,2,企业诚信度极高
2db1d711555729a1cde3620d55753a30,0,0,-2,2,企业诚信度极高
31ce5fa94489adb3bffbec064cac9109,0,0,-2,2,企业诚信度极高
33b3cd291a93e68162da12f2b553a97b,0,0,-2,2,企业诚信度极高
33bf48fef5312244039c544c355ba49a,0,0,-2,2,企业诚信度极高
393bc1a3842192ed2cd0a932d7cc86de,0,0,-2,2,企业诚信度极高
3a57fb4952e8020029c5aa6ea9890cb7,0,0,-2,2,企业诚信度极高
3b4f736b24ab3bc82c1954c0e05d1c22,0,0,-2,2,企业诚信度极高
4361238c640841e49bf0c2c2b21b0deb,0,0,-2,2,企业诚信度极高
467619b526c1bae39ed6de6b13ed8584,0,0,-2,2,企业诚信度极高
46ea5627b6dc8a8af7fc9d5f7e08d767,0,0,-2,2,企业诚信度极高
492c5c31d52923cd9a699a354c1305a1,0,0,-2,2,企业诚信度极高
4a38138748038a7ccc9fd6d618252840,0,0,-2,2,企业诚信度极高
4bc21b2b0a599e7bcbd7d84392028c8b,0,0,-2,2,企业诚信度极高
4e2d22c95bd31fa0c79aa471bcee0f8d,0,0,-2,2,企业诚信度极高
5016dd793e4e58e4c6c44114e9294b18,0,0,-2,2,企业诚信度极高
540b4407e0ce5d19925215d6e2d9c558,0,0,-2,2,企业诚信度极高
5acbe94ac181c7c86477abcde4c6115d,0,0,-2,2,企业诚信度极高
6219953f712fba82fefe36221d4236bd,0,0,-2,2,企业诚信度极高
62a22099431c0f765ccfe79be7922c54,0,0,-2,2,企业诚信度极高
6305e4aaf7c6e661446b5d04fd76facc,0,0,-2,2,企业诚信度极高
68d45bdbecacedd9d85e024c5f8d10b6,0,0,-2,2,企业诚信度极高
6dc56c8dd418852fc97baa6c1b922501,0,0,-2,2,企业诚信度极高
71d5f80895892321715eb8e8fe8fb2ea,0,0,-2,2,企业诚信度极高
779d06f1a07fd56fc9822520f14a0519,0,0,-2,2,企业诚信度极高
77e47fbea35ec74cf2494315510f71f6,0,0,-2,2,企业诚信度极高
7e0cd555893426beb615f3f952f4c211,0,0,-2,2,企业诚信度极高
818eaf68b17f3da57005f8950d05d7ad,0,0,-2,2,企业诚信度极高
831c83f9b68cc2e1369faf0871470c08,0,0,-2,2,企业诚信度极高
8e1de0098ab7a5847389fe31e4c2e334,0,0,-2,2,企业诚信度极高
92ed6165a3c28d9716275ac46d89f546,0,0,-2,2,企业诚信度极高
937130beddf1dc72aadea4d410429cc7,0,0,-2,2,企业诚信度极高
95267cac2035dae9ad1adac669b0532c,0,0,-2,2,企业诚信度极高
a1ef7137171310ebc3839f0cdf901480,0,0,-2,2,企业诚信度极高
a40df05110451a3545ded7ecdf286d0c,0,0,-2,2,企业诚信度极高
b50bb751924b6d73cee7e8c67db62b93,0,0,-2,2,企业诚信度极高
b7f38d00dbd14b6e00dfbc8984255989,0,0,-2,2,企业诚信度极高
c3b287a9d655d7de74e9d8042012b1e2,0,0,-2,2,企业诚信度极高
c9c028a579e72e828361b7eec133db76,0,0,-2,2,企业诚信度极高
ce3265a93bf1585b1ed2199278033348,0,0,-2,2,企业诚信度极高
d006e5065e83f8d59c9f918a4bcd3d4d,0,0,-2,2,企业诚信度极高
d019400d5d3ccba02971d40f9267e569,0,0,-2,2,企业诚信度极高
d0a5a864498bdfbe43e1137eadd41f57,0,0,-2,2,企业诚信度极高
d175a9ec0e803336ef38523bdf8b316f,0,0,-2,2,企业诚信度极高
d91d789bf9f44ddfe6db6b970631ff4a,0,0,-2,2,企业诚信度极高
e1367fe782bd59b070679cf7740abf7e,0,0,-2,2,企业诚信度极高
e7a4f83184681ec9a19e3e3bb12410c9,0,0,-2,2,企业诚信度极高
ed0c1ac5d3066a8b700668678dd09ba5,0,0,-2,2,企业诚信度极高
ee333b6a142d1350e1e15b4386572566,0,0,-2,2,企业诚信度极高
ef45d022c80d81e98c01913c4b2b6ca8,0,0,-2,2,企业诚信度极高
ef751017f22e60b4bc90a8a26c7f1a68,0,0,-2,2,企业诚信度极高
f000c1f026c5a1ed34f8b342c92ef3f3,0,0,-2,2,企业诚信度极高
f47b870e50129cdb297ea80446621884,0,0,-2,2,企业诚信度极高
f950450a4dfce04dff33add50f92f639,0,0,-2,2,企业诚信度极高
fe53dc70d2788f8d59e06e6952fed59f,0,0,-2,2,企业诚信度极高
01586f67624e5676f5418ec4b302ec0c,0,0,-1,1,企业诚信度较高
059f65bab94ffbb2512c6bb5a9dcc929,0,0,-1,1,企业诚信度较高
069189640ce8203f97c4b72af9d9e6c2,0,0,-1,1,企业诚信度较高
09b5cd1c04f63e031f6a20f542e13673,0,0,-1,1,企业诚信度较高
09ddf1c2550c0e872359521efd938305,0,0,-1,1,企业诚信度较高
0b44db4d7de74c607a30865c00a1a0d7,0,0,-1,1,企业诚信度较高
0dd0c72558b714bc45fa3c242dc00380,0,0,-1,1,企业诚信度较高
10165c44853dcacfed894f40b36d5e2d,0,0,-1,1,企业诚信度较高
1124dd87f372080e1e796519470f203f,0,0,-1,1,企业诚信度较高
142dae73c2e9159ab8c37360e0af70c1,0,0,-1,1,企业诚信度较高
144294526d30bf66cb0fbe1650bec119,0,0,-1,1,企业诚信度较高
172710259481cd37d2ccf78cf5d3e658,0,0,-1,1,企业诚信度较高
1991bed6e9dad7ccf22c693259f40d5c,0,0,-1,1,企业诚信度较高
20773736d7e079941e55e415efafef79,0,1,-1,1,企业诚信度较高
20be5579e3b7445974088c75ecb1e2b5,0,0,-1,1,企业诚信度较高
21375dcac4ee5901abd5560337705c72,0,0,-1,1,企业诚信度较高
23380c35cbce89773bc1823e35f710fe,0,0,-1,1,企业诚信度较高
274912de2243da80bf874474959e9c4a,0,0,-1,1,企业诚信度较高
2905adce24dfa4d633ae7a53dd78e67d,0,0,-1,1,企业诚信度较高
307cf944bd3c1a1f2c77819963c5b56d,0,0,-1,1,企业诚信度较高
320f55d3cef5b4c742445a1cdd14b1c6,0,0,-1,1,企业诚信度较高
33ea34530412a87a83ef1db1872c4baa,0,0,-1,1,企业诚信度较高
359598e8a9b10641cdcaaf2b124b1301,0,0,-1,1,企业诚信度较高
36a710a6c33775b4aa9857052375779b,0,0,-1,1,企业诚信度较高
399d2eab622472aff95f5498be47ac94,0,0,-1,1,企业诚信度较高
3f8220bf204c9a2ef6736a2ad60fed87,0,0,-1,1,企业诚信度较高
3fa7418a70dada3677db4a55ae29f5fe,0,0,-1,1,企业诚信度较高
4122335f7568fb70253bac861442aa61,0,0,-1,1,企业诚信度较高
49c7e69b4cbab6b6f78828bc1890a2dd,0,0,-1,1,企业诚信度较高
4ee6e798b7d6e1379fd538d49d597f03,0,0,-1,1,企业诚信度较高
513228355ca3a34bd160e3696d7df1d6,0,0,-1,1,企业诚信度较高
5259d4fac8f2c5afe0459cb1554848bf,0,0,-1,1,企业诚信度较高
56e6b254d07f7d626efb48d01e278990,0,0,-1,1,企业诚信度较高
573634bb131130d87c3c29a0cffb35b7,0,0,-1,1,企业诚信度较高
5839e18d2c687446a229f8354aa968d9,0,0,-1,1,企业诚信度较高
5cbca68fb799f8b8367487b4e7bfa286,0,0,-1,1,企业诚信度较高
610feab31e7eb7ac3e16f108d1d48a22,0,0,-1,1,企业诚信度较高
61a9efafb28fc0a4af13146a59b42644,0,0,-1,1,企业诚信度较高
6251bc46c68e59b68fe9de417b467cb2,0,0,-1,1,企业诚信度较高
644b73299426180d50b8b1b7a8650e62,0,0,-1,1,企业诚信度较高
6926a16c3c42d478db31c3762f5a06f9,0,0,-1,1,企业诚信度较高
6935a8200c971174d721c5492cdcbce9,0,0,-1,1,企业诚信度较高
69891288befedf0271afaa118ed2ac52,0,0,-1,1,企业诚信度较高
6a6b745dca1eae0b9ecb61a6f13ee2e7,0,0,-1,1,企业诚信度较高
6aa238d18bbfb9b938d0d7068aa14284,0,0,-1,1,企业诚信度较高
70729fe32226e17c7167d64c3ff51bcf,0,0,-1,1,企业诚信度较高
71c62eaf468747123e560b499e0792fe,0,0,-1,1,企业诚信度较高
723905d9d691e03a67374e7a58e66cbc,0,0,-1,1,企业诚信度较高
765bc85336fa545e7eb6b6e36931dd93,0,0,-1,1,企业诚信度较高
78e4cbd2f6f4b47e37df58a4579368ee,0,0,-1,1,企业诚信度较高
7aa07d360dabe5f7ee48bd740dd66dc4,0,0,-1,1,企业诚信度较高
7c31a233a3a66009b5b324df4084c170,0,0,-1,1,企业诚信度较高
7de92d2cb5cf6fceeabc9e4190c7e4da,0,0,-1,1,企业诚信度较高
7f3db0bbc0c3d7f655f85e9096c189b5,0,0,-1,1,企业诚信度较高
839894833693741d268bbd816eeeb453,0,0,-1,1,企业诚信度较高
85ea4bdd474ad3ea8afbdae24a6ea840,0,0,-1,1,企业诚信度较高
8df6da10b5896ad27570b55e8a54c6dd,0,0,-1,1,企业诚信度较高
91e94d62918f3522c60226dba6024213,0,0,-1,1,企业诚信度较高
94c4355758a4a843857b8e73a2cd4a29,0,0,-1,1,企业诚信度较高
95eaf3f3a3f16a85b2def599a083c057,0,0,-1,1,企业诚信度较高
96e2fda43a692af630b02b8e05d2b473,0,0,-1,1,企业诚信度较高
986a4586960cddc41fd447613f602323,0,0,-1,1,企业诚信度较高
9c7757ebec919c14a56d7b2f98766a71,0,0,-1,1,企业诚信度较高
a20e3dae633c29b0f02f59b0bb0edf6a,0,0,-1,1,企业诚信度较高
a773feb68000af72f90aedf9737471ae,0,0,-1,1,企业诚信度较高
a8d854003f770e0de80653ab265b6299,0,0,-1,1,企业诚信度较高
ab4a64e5ea9541d2014917e1377691d1,0,0,-1,1,企业诚信度较高
acf772d5b80ca9351995fbc9a7600ad3,0,0,-1,1,企业诚信度较高
adc0a1ac2874b6bdd5c200388f4088b5,0,0,-1,1,企业诚信度较高
b35884779a36da70c978a96b1654b292,0,0,-1,1,企业诚信度较高
b38dc33f099270d4f3cad05edbb01938,0,0,-1,1,企业诚信度较高
b47aee87aeec75d7fff1bc14f70e49d1,0,0,-1,1,企业诚信度较高
b76b7e36f64a64825bbb57c25c4e5ed1,0,0,-1,1,企业诚信度较高
bda37b5d385835f94d7cab80a1186f01,0,0,-1,1,企业诚信度较高
bf46166d482e98f95cebed4744ee3bc2,0,0,-1,1,企业诚信度较高
bf732f3e9c9c7ada72f9079637ae0158,0,0,-1,1,企业诚信度较高
bfaeaf9d58a11e6f325ef4e701c88c02,0,0,-1,1,企业诚信度较高
c1afcf3ea911dfa8c4e89872e32b4191,0,0,-1,1,企业诚信度较高
c326dd4692dbf63a5431b95d6152a22e,0,0,-1,1,企业诚信度较高
c3e010f6735fba9e988a4be80da1192a,0,0,-1,1,企业诚信度较高
c54231f5e15b5d03181dd77ab86d65c4,0,0,-1,1,企业诚信度较高
cb1056feff555b3196ba4e70a21a9d1b,0,0,-1,1,企业诚信度较高
d3850f2dcb35cad2f738ffca5a6689f0,0,0,-1,1,企业诚信度较高
d78b2b6af1b21b837479fb553bff008d,0,0,-1,1,企业诚信度较高
d7bca20f46d3ea7a26210467212d1393,0,0,-1,1,企业诚信度较高
dbbdf07cd6eff5f63f4cf170c5921d9e,0,0,-1,1,企业诚信度较高
dc81063f69d6fda7ee9570305890fe04,0,0,-1,1,企业诚信度较高
dd77c00c4cd74fe66f4cadbf4eb76437,0,0,-1,1,企业诚信度较高
de7f6a98d876c5d7594943ff457aa9fd,0,0,-1,1,企业诚信度较高
e14cb00eb3c309d40c63efd27a28ed17,0,0,-1,1,企业诚信度较高
e15a939d6a653fd06597a667e2271168,0,0,-1,1,企业诚信度较高
e3f7a3ce49b3ce32683641ff2562fe0d,0,0,-1,1,企业诚信度较高
eba00e2a89f5d3824e2f02f445ae4570,0,0,-1,1,企业诚信度较高
ed606d656be57439cb78e70c9d86a58d,0,0,-1,1,企业诚信度较高
ef3d7ca9910bc3d6de479400595925c2,0,0,-1,1,企业诚信度较高
f016ed59aeeb591378fcd8ded3f93ffb,0,0,-1,1,企业诚信度较高
f04a3ca5eda83e00236acb0c1c13ed84,0,0,-1,1,企业诚信度较高
f2a4cc514b509df6e4332beb34ae2125,0,0,-1,1,企业诚信度较高
f370b661e3dc56a98abccbd3b5724e47,0,0,-1,1,企业诚信度较高
f5b47500f130cb195b115d8dac474c28,0,0,-1,1,企业诚信度较高
f6837f7c210511462883b199bff1bf92,0,2,-1,1,企业诚信度较高
f81e2c90d6d764dc8716c489352b2d4a,0,0,-1,1,企业诚信度较高
f8ad6efea46244b010e88b2f25ab527d,0,0,-1,1,企业诚信度较高
fcf77ad96da525f9a1f8dd637c77baef,0,0,-1,1,企业诚信度较高
fea71eb76886a36e0c231cb0e5f8fc20,0,0,-1,1,企业诚信度较高
feda48d02d5a203118768c09fa8b454d,0,0,-1,1,企业诚信度较高
01de28726d46d0be71cd92734f50be21,1,0,0,3,企业诚信度低
08b739453b87cdf5ea16db22a074c7a0,1,0,0,3,企业诚信度低
0c578bbdab104ef5ca26314c3251bf5f,1,0,0,3,企业诚信度低
0cc76c3cdb99c37440524e426a33ba2f,1,0,0,3,企业诚信度低
17564ebcd4780887092b93bce6e0db42,1,0,0,3,企业诚信度低
21ea4cccf59759d89d1900161ab4eef8,1,0,0,3,企业诚信度低
238291de7a8beeefebb91828ce27e618,1,0,0,3,企业诚信度低
392348dee21df5214851ea3f434943d8,1,0,0,3,企业诚信度低
3ae409449254f842ce41cd5013767d3a,1,0,0,3,企业诚信度低
3f50af36361683e4f5892dc1f325fcb6,1,0,0,3,企业诚信度低
453e145c2cc4f3ae08cf114a19ac8746,1,0,0,3,企业诚信度低
4717d2f26bb6bddd5cac264c7f65a5ac,1,0,0,3,企业诚信度低
4791f2ad8099add141f8abe32ee80689,1,0,0,3,企业诚信度低
4e5da3af6206edeccad0be60b04c3916,1,0,0,3,企业诚信度低
5431d98cb972a508c563290bfd914e5e,1,0,0,3,企业诚信度低
55b0ea9b391a3fe82dd4f77c9cac8130,1,0,0,3,企业诚信度低
574237ba4e2f4017d6d8e7dd665df7a6,1,0,0,3,企业诚信度低
662cef4551a517e5f09f08fbfb9c89cf,1,0,0,3,企业诚信度低
740d8e11a2072712208b2b9f1ef066c7,1,0,0,3,企业诚信度低
87885300a3f3128ec39148424777435a,1,0,0,3,企业诚信度低
8e12b28fd6e159e7355b9573f3b0dad6,1,0,0,3,企业诚信度低
9c3eb8bd4ec9f985a96b946344584d15,1,0,0,3,企业诚信度低
9dccb1fa1b480ec3d682fd15eb8d633a,1,1,0,3,企业诚信度低
9e5240e4142e91acf7893f744bc98d71,1,0,0,3,企业诚信度低
a7fdab5c16e2b6f9ad19482ead61e832,1,0,0,3,企业诚信度低
b043ff076de027a3d42fdb12066678be,1,0,0,3,企业诚信度低
b500429e509ca66322cc946b58c1da2e,1,0,0,3,企业诚信度低
b7cca1d6bdbf718448eb95fcaa3d21e2,1,0,0,3,企业诚信度低
b97b790642d64e49581730d321dd787c,1,0,0,3,企业诚信度低
bb82bc32bd2f80f7ae1397343ee59ea1,1,0,0,3,企业诚信度低
c79e913aee9fe65f8419ee6d68c592c7,1,0,0,3,企业诚信度低
c9e900763070e3f1792aeb815db0fd47,1,0,0,3,企业诚信度低
cf91cb78d46bbdc5d7b8329e49db2c1f,1,0,0,3,企业诚信度低
d60aefabf398cd73ea3a54b63359dcce,1,0,0,3,企业诚信度低
d62e8f711b3965bf02f9d006cb2c85c2,1,0,0,3,企业诚信度低
dcd150e6eea746f772df0c9afb64556d,1,0,0,3,企业诚信度低
e1b5bf7481d919732c71043dc60bf97f,1,0,0,3,企业诚信度低
e3780f0b2ac96cf7945461183e9f2705,1,0,0,3,企业诚信度低
e63fdea27737183ed65089253d20387f,1,0,0,3,企业诚信度低
e6465a31a4146720a693b40ac6066d79,1,0,0,3,企业诚信度低
ef57d93c6cac6d347ab867c48ca728d2,1,0,0,3,企业诚信度低
fea4c19a575c77512054e14eac9c4fab,1,0,0,3,企业诚信度低
00466ac13aa55782e11f043565c744eb,0,1,0,0,企业诚信度较低
0046b2af258d7ae1d5ae206d142fc9f7,0,1,0,0,企业诚信度较低
00aff87e13da1c52bef4a31acb184e1c,0,1,0,0,企业诚信度较低
00c0cbccf229b87a32fb0120e2e42527,0,2,0,0,企业诚信度较低
00fda85028d8b2da29b6e2c1c638e93b,0,2,0,0,企业诚信度较低
012745307794b81607a20ea2f34e539a,0,1,0,0,企业诚信度较低
0171f70ad43e55a1a0c7d60da9267189,0,1,0,0,企业诚信度较低
01c764fb563b86b0c64530fb9aa21a0c,0,1,0,0,企业诚信度较低
01d85e9921cf9bcdc7846e7eff497c5d,0,4,0,0,企业诚信度较低
0224def9fb5a627edbe9b64c1a37f4d4,0,1,0,0,企业诚信度较低
02ab86d11e17549cedf02273f029ae2a,0,1,0,0,企业诚信度较低
02bf372d97c807c6acc0544b9d8d2f19,0,1,0,0,企业诚信度较低
03026f667407264bf42fd91f486fa4c1,0,1,0,0,企业诚信度较低
032fd66b7af237d42732586d9cc8f7b6,0,1,0,0,企业诚信度较低
035e9d2be1502087ab226867a5e06bef,0,3,0,0,企业诚信度较低
039e03fc1a7aa5d99e567f8add43a720,0,1,0,0,企业诚信度较低
03ffbe96ac8ec227c77913148b59f969,0,2,0,0,企业诚信度较低
04108a2c5f0c8ebe761e512fa7656502,0,1,0,0,企业诚信度较低
04515d26e4a25c2ff0342ab4d15bdfea,0,2,0,0,企业诚信度较低
04aa595e193f3c9397b0de40716704f6,0,1,0,0,企业诚信度较低
04d546c235c47499dd186dc65ca1ad7b,0,1,0,0,企业诚信度较低
04ecf929ff092047b600c5d48bd94203,0,1,0,0,企业诚信度较低
052418652efa75005ce38d2f0d794193,0,1,0,0,企业诚信度较低
0574488efd5aa84a25804ba657fb410b,0,1,0,0,企业诚信度较低
0579803dca4369f58c05edafe960d9d9,0,1,0,0,企业诚信度较低
05bf553a5c72baddebecd9248658a6d9,0,1,0,0,企业诚信度较低
0677ee33eadcfad8778319b22e910094,0,1,0,0,企业诚信度较低
06de7f376701c5d35c91a1d71e1e4173,0,1,0,0,企业诚信度较低
071227a0fd84e76f8e869a623bc29c99,0,4,0,0,企业诚信度较低
07d0528b404b895051d55e1f701abe0f,0,1,0,0,企业诚信度较低
08044f937a300917a2075b62df9d85e6,0,1,0,0,企业诚信度较低
08240c26c5396a231ae0535d232e6d64,0,2,0,0,企业诚信度较低
082c6ba56258627aa151f33e2a7a4af9,0,1,0,0,企业诚信度较低
085d1d3d87fb189fb50178ced6c267cd,0,1,0,0,企业诚信度较低
089a2bd1278ba62404a1d8969bf8f472,0,1,0,0,企业诚信度较低
09431a9e56ed67ed9bfff32ecda99678,0,1,0,0,企业诚信度较低
0988c7abeff6c797a3cb630e78ca3803,0,5,0,0,企业诚信度较低
09aba8624650df9cc485ba4c2f72c404,0,2,0,0,企业诚信度较低
09c545fdcf35271f719a62a687c52f44,0,2,0,0,企业诚信度较低
09ceed600312f5f34a78eb58927d5990,0,1,0,0,企业诚信度较低
09fd445111e457d3c906de1e3ea26e66,0,1,0,0,企业诚信度较低
0a7584a824bb4de39d2940695d2bb22c,0,1,0,0,企业诚信度较低
0acfc3ca0e6db91bd9e8aad24238fbf6,0,1,0,0,企业诚信度较低
0b14f3420e7203ba3133ae56321edf2a,0,1,0,0,企业诚信度较低
0b96df45531fc7875afd6b186b79bd16,0,1,0,0,企业诚信度较低
0bf040da57f1b8dfe44ca755a2e47e2e,0,1,0,0,企业诚信度较低
0c539fb5b28593c7450747ef6ab33d8c,0,1,0,0,企业诚信度较低
0c731d70430144e6df86223384fe0d82,0,2,0,0,企业诚信度较低
0c9ec1e7898e7e3d4f1f5651d6bf63fc,0,1,0,0,企业诚信度较低
